trial,preprocess,pca_dim,model,params_json,mean_cv_accuracy,std_cv_accuracy,cv_folds_used
1,standard_pca,128.0,logistic,"{""C"": 100.0}",0.889,0.011022703842524304,5
1,standard_pca,128.0,linear_svm,"{""C"": 0.01}",0.874,0.015700318468107582,5
1,standard_pca,128.0,linear_svm,"{""C"": 0.1}",0.8705,0.01400000000000001,5
1,standard_pca,128.0,linear_svm,"{""C"": 1.0}",0.8615,0.016628289148315885,5
1,standard_pca,128.0,linear_svm,"{""C"": 10.0}",0.8365,0.01570031846810761,5
1,standard_pca,128.0,linear_svm,"{""C"": 100.0}",0.828,0.014439529078193654,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.8765000000000001,0.013095800853708773,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8765000000000001,0.013095800853708773,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.8819999999999999,0.014089002803605371,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.883,0.008999999999999972,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.8869999999999999,0.01584297951775486,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.8915,0.013000000000000024,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8875,0.011937336386313295,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.891,0.010319883720275137,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8744999999999999,0.009797958971132673,5
1,standard_pca,128.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8805,0.014696938456699048,5
1,standard_pca,256.0,logistic,"{""C"": 0.01}",0.882,0.00927361849549567,5
1,standard_pca,256.0,logistic,"{""C"": 0.1}",0.8895,0.010416333327999823,5
1,standard_pca,256.0,logistic,"{""C"": 1.0}",0.8905,0.008717797887081357,5
1,standard_pca,256.0,logistic,"{""C"": 10.0}",0.8895,0.00842614977317637,5
1,standard_pca,256.0,logistic,"{""C"": 100.0}",0.8915,0.008455767262643884,5
1,standard_pca,256.0,linear_svm,"{""C"": 0.01}",0.866,0.014882876066137219,5
1,standard_pca,256.0,linear_svm,"{""C"": 0.1}",0.841,0.01662828914831592,5
1,standard_pca,256.0,linear_svm,"{""C"": 1.0}",0.8150000000000001,0.006324555320336755,5
1,standard_pca,256.0,linear_svm,"{""C"": 10.0}",0.799,0.007842193570679086,5
1,standard_pca,256.0,linear_svm,"{""C"": 100.0}",0.795,0.00961769203083567,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.8705,0.013360389215887373,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8705,0.013360389215887373,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.8685,0.012103718436910198,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.874,0.012308533625091161,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.8695,0.010885770528538598,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.877,0.010653637876331236,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8665,0.00815475321515002,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.875,0.011067971810589328,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8620000000000001,0.01568438714135811,5
1,standard_pca,256.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8705,0.01469693845669906,5
1,standard_pca,512.0,logistic,"{""C"": 0.01}",0.883,0.010416333327999834,5
1,standard_pca,512.0,logistic,"{""C"": 0.1}",0.8905,0.007968688725254634,5
1,standard_pca,512.0,logistic,"{""C"": 1.0}",0.8924999999999998,0.008215838362577492,5
1,standard_pca,512.0,logistic,"{""C"": 10.0}",0.8895,0.007648529270389163,5
1,standard_pca,512.0,logistic,"{""C"": 100.0}",0.8925000000000001,0.008514693182963207,5
1,standard_pca,512.0,linear_svm,"{""C"": 0.01}",0.8555000000000001,0.01964688270438851,5
1,standard_pca,512.0,linear_svm,"{""C"": 0.1}",0.8265,0.01319090595827293,5
1,standard_pca,512.0,linear_svm,"{""C"": 1.0}",0.799,0.00681909084849293,5
1,standard_pca,512.0,linear_svm,"{""C"": 10.0}",0.792,0.01345362404707372,5
1,standard_pca,512.0,linear_svm,"{""C"": 100.0}",0.7899999999999998,0.010723805294763638,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.8654999999999999,0.010999999999999998,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8654999999999999,0.010999999999999998,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.8685,0.015378556499229694,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8714999999999999,0.010319883720275142,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.8685,0.011357816691600544,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.874,0.011575836902790236,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8644999999999999,0.009924716620639587,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.8714999999999999,0.011135528725660055,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.858,0.017986105748604958,5
1,standard_pca,512.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8644999999999999,0.015362291495737226,5
